iter	Logloss
390	0.1937402738
391	0.1935422529
392	0.1934211057
393	0.1933249919
394	0.1931713181
395	0.192959521
396	0.1927968941
397	0.1927775459
398	0.1927583199
399	0.1926333733
400	0.1925601095
401	0.1923929367
402	0.192374354
403	0.1921631419
404	0.1920534325
405	0.191868187
406	0.1918000145
407	0.1916919899
408	0.1916102702
409	0.1915912882
410	0.1914602903
411	0.1914415588
412	0.1912442996
413	0.1911034902
414	0.1910853526
415	0.1909978485
416	0.1909794083
417	0.1908743451
418	0.1907631137
419	0.1906578153
420	0.1905913849
421	0.1904804662
422	0.1904627406
423	0.1904445381
424	0.1903485629
425	0.1902652016
426	0.1902472636
427	0.190230175
428	0.1901145503
429	0.1900238724
430	0.1900061976
431	0.1899091835
432	0.1898920848
433	0.1898007596
434	0.1896704254
435	0.1896530202
436	0.1896356379
437	0.1894441859
438	0.1894268659
439	0.1893094457
440	0.1892929153
441	0.1891837018
442	0.189039107
443	0.1890221062
444	0.1888421237
445	0.1888252258
446	0.18870718
447	0.1885726941
448	0.18847907
449	0.1882708753
450	0.1880986226
451	0.1879525808
452	0.1878497416
453	0.1878333511
454	0.1875875575
455	0.187571715
456	0.1873820992
457	0.1872628047
458	0.1871156228
459	0.1870990257
460	0.1870825672
461	0.1869610583
462	0.1867832731
463	0.1867672189
464	0.1866563428
465	0.1866414502
466	0.1865183792
467	0.1865027835
468	0.1863866901
469	0.1862215157
470	0.1861373723
471	0.1860554326
472	0.1858979626
473	0.1857377243
474	0.1857217452
475	0.1855953375
476	0.1854679775
477	0.1853251597
478	0.1852149645
479	0.1850617924
480	0.1850212841
481	0.1850054334
482	0.184989741
483	0.1848574333
484	0.1847280833
485	0.1847129612
486	0.1846054853
487	0.1845419413
488	0.1844309305
489	0.1843219407
490	0.1843064245
491	0.1842918434
492	0.1842769502
493	0.1841811918
494	0.184072745
495	0.1840580635
496	0.1839299323
497	0.1838560079
498	0.1837609126
499	0.1836414318
500	0.1835687682
501	0.1835537186
502	0.1834170837
503	0.1832556152
504	0.1831760852
505	0.1830594667
506	0.1829836877
507	0.1828630854
508	0.1828485877
509	0.1828337409
510	0.1827341379
511	0.1826141529
512	0.1825108299
513	0.1824960079
514	0.1823510736
515	0.1822093277
516	0.1821946316
517	0.1821184502
518	0.1821038761
519	0.1820894121
520	0.1820750491
521	0.1819767729
522	0.1818400784
523	0.1817513065
524	0.1816031532
525	0.1814783077
526	0.181393692
527	0.1813794359
528	0.1812920354
529	0.1811920153
530	0.1811777782
531	0.1810018813
532	0.1808621775
533	0.1808484573
534	0.1806923567
535	0.1805630671
536	0.1804515845
537	0.180291804
538	0.1801713874
539	0.1801572851
540	0.1801433233
541	0.179986606
542	0.1798934917
543	0.1798796018
544	0.1797545993
545	0.1796294136
546	0.1794842542
547	0.1792547614
548	0.1792411232
549	0.179120657
550	0.1790298074
551	0.1789702212
552	0.1788259379
553	0.1787576078
554	0.178743728
555	0.1786100254
556	0.1785307592
557	0.1784520645
558	0.1783781052
559	0.1783642921
560	0.1782950236
561	0.1782313347
562	0.1781254381
563	0.178111749
564	0.1780981452
565	0.178085118
566	0.177990743
567	0.1779773178
568	0.1778138466
569	0.1778005581
570	0.1777617194
571	0.1776720212
572	0.1776585089
573	0.1775787589
574	0.1775672963
575	0.1774380538
576	0.1774255346
577	0.1774126129
578	0.1773062522
579	0.1772933051
580	0.1771805331
581	0.1770338879
582	0.176900643
583	0.176887689
584	0.1767329248
585	0.176622406
586	0.1764906693
587	0.1764779154
588	0.1763804207
589	0.1762044601
590	0.1760586745
591	0.176045723
592	0.175964234
593	0.1758884595
594	0.1758758589
595	0.1757490889
596	0.1757365882
597	0.1756176777
598	0.1756052513
599	0.1755208448
600	0.1753788802
601	0.1753665873
602	0.175354311
603	0.1752399877
604	0.1751506379
605	0.1750205777
606	0.1750084686
607	0.1749964307
608	0.1748108514
609	0.1747130547
610	0.1746466471
611	0.1745467046
612	0.1744663963
613	0.1743810711
614	0.1742648385
615	0.1741579819
616	0.1741133003
617	0.1739656264
618	0.1738133151
619	0.1737783756
620	0.1737663358
621	0.1736790435
622	0.1736674976
623	0.1736227678
624	0.1735055332
625	0.1733115292
626	0.1732202384
627	0.1730473321
628	0.1729048977
629	0.1727918453
630	0.1727797483
631	0.172594532
632	0.1725818456
633	0.1724955018
634	0.1724243889
635	0.1723510106
636	0.1722368991
637	0.1721310425
638	0.172049523
639	0.1719667511
640	0.1718081341
641	0.1716244551
642	0.1716114686
643	0.1715997403
644	0.171544246
645	0.1713829854
646	0.1713164342
647	0.1713046907
648	0.1711170247
649	0.1709685809
650	0.1709570643
651	0.1708879795
652	0.1708765532
653	0.1708652356
654	0.1707291629
655	0.1707178033
656	0.1706138566
657	0.1706026522
658	0.1705332998
659	0.1705221748
660	0.1704105619
661	0.1703365345
662	0.1702116464
663	0.1700846151
664	0.1699610837
665	0.1698865801
666	0.1697687105
667	0.1697578437
668	0.1696199036
669	0.1696088842
670	0.1695201836
671	0.1693540109
672	0.1692517471
673	0.1692407881
674	0.1691768767
675	0.1690457484
676	0.1689665184
677	0.1688555361
678	0.1688446776
679	0.1687528241
680	0.1686180833
681	0.1685389582
682	0.168437479
683	0.1683891493
684	0.1683225377
685	0.1681963005
686	0.1680014191
687	0.167990544
688	0.1679798622
689	0.1678882726
690	0.1678776627
691	0.1677617728
692	0.1675912088
693	0.1674746793
694	0.1674640745
695	0.1673720036
696	0.1672608248
697	0.1672058061
698	0.167078605
699	0.1670557569
700	0.1668720525
701	0.166716409
702	0.1666366742
703	0.1665598132
704	0.1665055243
705	0.1664273669
706	0.1662899996
707	0.1662796701
708	0.1662691994
709	0.1662161611
710	0.1660849279
711	0.1660745322
712	0.1659785684
713	0.1659214274
714	0.165793848
715	0.1656968104
716	0.1656865393
717	0.1656308161
718	0.1655395158
719	0.1654444873
720	0.165291125
721	0.1652160892
722	0.1650818062
723	0.1649469153
724	0.1649366684
725	0.1648557561
726	0.1647831777
727	0.1647738717
728	0.1646531881
729	0.1645818653
730	0.1645093314
731	0.1644004396
732	0.1643041999
733	0.1641610254
734	0.1639897016
735	0.1639795087
736	0.1638602886
737	0.1637772706
738	0.1636980546
739	0.1636140798
740	0.1636039804
741	0.1635486272
742	0.1634881446
743	0.1633863207
744	0.1633311876
745	0.1632350597
746	0.1632250309
747	0.1631672942
748	0.1630119044
749	0.1629143435
750	0.1628389835
751	0.162690101
752	0.1626072884
753	0.1625131321
754	0.1625035114
755	0.1623967412
756	0.1623001855
757	0.1622199027
758	0.1621597099
759	0.1621498369
760	0.1620657514
761	0.1619674581
762	0.1619576441
763	0.1617730802
764	0.1616973025
765	0.1616427174
766	0.1616329664
767	0.1616234347
768	0.1615043907
769	0.1614947319
770	0.1614106636
771	0.1613463402
772	0.1612762159
773	0.1612666035
774	0.1611263943
775	0.1611168594
776	0.1610096715
777	0.1610003357
778	0.1609019566
779	0.1608022226
780	0.1607928098
781	0.1607284724
782	0.1606169593
783	0.160521925
784	0.1604295241
785	0.160370664
786	0.1603092219
787	0.1602999299
788	0.1602906825
789	0.1601851355
790	0.1601762021
791	0.1601119099
792	0.1599078236
793	0.1598251101
794	0.1597511679
795	0.1596730398
796	0.1596112588
797	0.1595678298
798	0.1594470278
799	0.1594378427
800	0.1593157965
801	0.15923183
802	0.1592230701
803	0.1591050231
804	0.1590307013
805	0.1589673595
806	0.1587991238
807	0.1587234166
808	0.1585925153
809	0.1585076014
810	0.1584984156
811	0.1584168218
812	0.1584077574
813	0.1583261992
814	0.1582646592
815	0.1581781521
816	0.1580456009
817	0.1579517021
818	0.1578482253
819	0.1577226276
820	0.1576081492
821	0.1575468489
822	0.1575377223
823	0.1574700044
824	0.1573815352
825	0.1572693094
826	0.1572603448
827	0.1571755301
828	0.1571352698
829	0.1570211493
830	0.1569495761
831	0.1567754695
832	0.1567202861
833	0.1566555716
834	0.1565788085
835	0.1564175479
836	0.15632912
837	0.1562512239
838	0.1561385167
839	0.156129652
840	0.1560739384
841	0.1559983037
842	0.1559309533
843	0.1558485025
844	0.1557502143
845	0.1556547642
846	0.1555614109
847	0.1554465097
848	0.155437589
849	0.1553342082
850	0.1553160464
851	0.1553072332
852	0.1552047532
853	0.1550608292
854	0.1550520452
855	0.1549999167
856	0.1549912542
857	0.1548939298
858	0.1548853677
859	0.1547873643
860	0.1546945101
861	0.1546414973
862	0.1546330032
863	0.1545396442
864	0.1544619331
865	0.1543651218
866	0.1542627811
867	0.1541770401
868	0.1540867691
869	0.1540369568
870	0.1540284945
871	0.153929032
872	0.1538010654
873	0.1537924302
874	0.1537510211
875	0.1536695321
876	0.1535770067
877	0.1535680364
878	0.1534616744
879	0.1534535917
880	0.1533675677
881	0.1533388634
882	0.1532099279
883	0.1531394628
884	0.1530417868
885	0.1529662603
886	0.1528891665
887	0.1528080228
888	0.1527023703
889	0.1526940149
890	0.1526204453
891	0.1524878693
892	0.1524796416
893	0.1523891424
894	0.1522000783
895	0.1521357123
896	0.1520431054
897	0.1520351976
898	0.1519489625
899	0.1518335762
900	0.1517704557
901	0.1517623056
902	0.1517344297
903	0.1516802355
904	0.1515777429
905	0.1515696379
906	0.1515616004
907	0.1515070235
908	0.1514245338
909	0.1513813108
910	0.1513145714
911	0.1512012755
912	0.1511386935
913	0.151075503
914	0.1510177695
915	0.1509565334
916	0.1508681087
917	0.1507727623
918	0.1507647343
919	0.1507133312
920	0.1507053858
921	0.1506075039
922	0.1505344086
923	0.1505265458
924	0.150384627
925	0.1503770301
926	0.1502735831
927	0.1502268422
928	0.1501407897
929	0.1499991856
930	0.1499493389
931	0.149876641
932	0.1498687623
933	0.1497962259
934	0.1497487501
935	0.1496823839
936	0.1496015167
937	0.1495169659
938	0.149459252
939	0.1493202279
940	0.1493125114
941	0.1492211062
942	0.1492134431
943	0.1490935828
944	0.1490859343
945	0.1489936104
946	0.1488707294
947	0.1487881622
948	0.1487012202
949	0.1485951729
950	0.1485875994
951	0.148521656
952	0.1484741147
953	0.148409249
954	0.1483225549
955	0.1482478015
956	0.1481897259
957	0.1481111984
958	0.1480295448
959	0.1477853285
960	0.1477776012
961	0.1477118174
962	0.1476508452
963	0.1475951182
964	0.1475874704
965	0.1475379181
966	0.1474246782
967	0.1474171842
968	0.1473696855
969	0.1472816989
970	0.1472741776
971	0.1471865508
972	0.1471121788
973	0.1470426973
974	0.146988006
975	0.1468689594
976	0.1468616746
977	0.1468007253
978	0.1467474035
979	0.1466707217
980	0.1465858841
981	0.146507335
982	0.146499946
983	0.1464707616
984	0.1463915958
985	0.1463380413
986	0.1462614772
987	0.1462156531
988	0.1462084052
989	0.1461125437
990	0.1460878499
991	0.1460405687
992	0.1459664466
993	0.1459591268
994	0.1458390592
995	0.145831817
996	0.145758124
997	0.1457362715
998	0.1456163108
999	0.1456041851
